Molecule	Upper Manifold	J'	Sym'	#'	Lower Manifold	J"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
LinearMolecule	Excited	34	e	1	Ground	35	e	1	608.734657820267	9.71339728970684E-6	2466.70184230455	1857.96718448428	11.3333333333333	34.8590937956319	0	P(35)	Excited v=1 34 e - Ground v=0 35 e
LinearMolecule	Excited	33	e	1	Ground	34	e	1	611.667497727696	0.0000155523684787306	2366.65436238405	1754.98686465636	11	35.3498462801659	0	P(34)	Excited v=1 33 e - Ground v=0 34 e
LinearMolecule	Excited	32	e	1	Ground	33	e	1	614.601889269558	0.0000245283765689772	2269.52371782615	1654.92182855659	10.6666666666667	35.8443306675892	0	P(33)	Excited v=1 32 e - Ground v=0 33 e
LinearMolecule	Excited	31	e	1	Ground	32	e	1	617.537787981764	0.000038102868416561	2175.31220704065	1557.77441905888	10.3333333333333	36.3424279779962	0	P(32)	Excited v=1 31 e - Ground v=0 32 e
LinearMolecule	Excited	30	e	1	Ground	31	e	1	620.475148765918	0.0000582948919058894	2084.0220597655	1463.54691099958	10	36.8440001886323	0	P(31)	Excited v=1 30 e - Ground v=0 31 e
LinearMolecule	Excited	29	e	1	Ground	30	e	1	623.413925877098	0.0000878318387381822	1995.65543697664	1372.24151109955	9.66666666666666	37.3488870524476	0	P(30)	Excited v=1 29 e - Ground v=0 30 e
LinearMolecule	Excited	28	e	1	Ground	29	e	1	626.354072912083	0.000130311782249923	1910.21443080063	1283.86035788854	9.33333333333333	37.8569022491843	0	P(29)	Excited v=1 28 e - Ground v=0 29 e
LinearMolecule	Excited	27	e	1	Ground	28	e	1	629.295542798049	0.000190363495063673	1827.70106443006	1198.40552163201	9	38.3678286991395	0	P(28)	Excited v=1 27 e - Ground v=0 28 e
LinearMolecule	Excited	26	e	1	Ground	27	e	1	632.238287781712	0.000273782607863176	1748.11729204192	1115.87900426021	8.66666666666667	38.8814128184537	0	P(27)	Excited v=1 26 e - Ground v=0 27 e
LinearMolecule	Excited	25	e	1	Ground	26	e	1	635.182259418926	0.000387613939813533	1671.4649987186	1036.28273929968	8.33333333333333	39.3973574254039	0	P(26)	Excited v=1 25 e - Ground v=0 26 e
LinearMolecule	Excited	24	e	1	Ground	25	e	1	638.127408564747	0.000540141843101562	1597.74600037187	959.618591807121	8	39.9153129123112	0	P(25)	Excited v=1 24 e - Ground v=0 25 e
LinearMolecule	Excited	23	e	1	Ground	24	e	1	641.073685363937	0.000740744024498092	1526.96204366955	885.888358305616	7.66666666666666	40.4348661664713	0	P(24)	Excited v=1 23 e - Ground v=0 24 e
LinearMolecule	Excited	22	e	1	Ground	23	e	1	644.021039241939	0.000999561759978848	1459.11480596513	815.093766723188	7.33333333333333	40.9555265398467	0	P(23)	Excited v=1 22 e - Ground v=0 23 e
LinearMolecule	Excited	21	e	1	Ground	22	e	1	646.969418896298	0.00132694299712496	1394.20589523006	747.23647633376	7	41.4767079066845	0	P(22)	Excited v=1 21 e - Ground v=0 22 e
LinearMolecule	Excited	20	e	1	Ground	21	e	1	649.918772288539	0.00173262676243568	1332.23684998899	682.318077700449	6.66666666666666	41.9977054732706	0	P(21)	Excited v=1 20 e - Ground v=0 21 e
LinearMolecule	Excited	19	e	1	Ground	20	e	1	652.86904663651	0.00222465921205973	1273.20913925775	620.340092621238	6.33333333333333	42.5176654560097	0	P(20)	Excited v=1 19 e - Ground v=0 20 e
LinearMolecule	Excited	18	e	1	Ground	19	e	1	655.820188407164	0.00280806409300919	1217.12416248417	561.303974077005	6	43.035544929394	0	P(19)	Excited v=1 18 e - Ground v=0 19 e
LinearMolecule	Excited	17	e	1	Ground	18	e	1	658.772143309812	0.00348333209451808	1163.98324949172	505.21110618191	5.66666666666666	43.5500579118574	0	P(18)	Excited v=1 17 e - Ground v=0 18 e
LinearMolecule	Excited	16	e	1	Ground	17	e	1	661.724856289825	0.00424484116322594	1113.78766042598	452.062804136154	5.33333333333333	44.0596018510774	0	P(17)	Excited v=1 16 e - Ground v=0 17 e
